Source,Date,Mean
GISTEMP,12/6/1952,-0.02
GISTEMP,11/6/1952,-0.17
GISTEMP,10/6/1952,-0.04
GISTEMP,9/6/1952,0.08
GISTEMP,8/6/1952,0.07
GISTEMP,7/6/1952,0.05
GISTEMP,6/6/1952,-0.04
GISTEMP,5/6/1952,-0.05
GISTEMP,4/6/1952,0.02
GISTEMP,3/6/1952,-0.1
GISTEMP,2/6/1952,0.12
GISTEMP,1/6/1952,0.16
GISTEMP,12/6/1951,0.15
GISTEMP,11/6/1951,0
GISTEMP,10/6/1951,0.06
GISTEMP,9/6/1951,0.07
GISTEMP,8/6/1951,0.05
GISTEMP,7/6/1951,0
GISTEMP,6/6/1951,-0.05
GISTEMP,5/6/1951,-0.02
GISTEMP,4/6/1951,-0.1
GISTEMP,3/6/1951,-0.19
GISTEMP,2/6/1951,-0.44
GISTEMP,1/6/1951,-0.35
GISTEMP,12/6/1950,-0.2
GISTEMP,11/6/1950,-0.35
GISTEMP,10/6/1950,-0.2
GISTEMP,9/6/1950,-0.1
GISTEMP,8/6/1950,-0.18
GISTEMP,7/6/1950,-0.09
GISTEMP,6/6/1950,-0.06
GISTEMP,5/6/1950,-0.12
GISTEMP,4/6/1950,-0.21
GISTEMP,3/6/1950,-0.06
GISTEMP,2/6/1950,-0.26
GISTEMP,1/6/1950,-0.3
GISTEMP,12/6/1949,-0.19
GISTEMP,11/6/1949,-0.08
GISTEMP,10/6/1949,-0.03
GISTEMP,9/6/1949,-0.08
GISTEMP,8/6/1949,-0.08
GISTEMP,7/6/1949,-0.13
GISTEMP,6/6/1949,-0.22
GISTEMP,5/6/1949,-0.09
GISTEMP,4/6/1949,-0.07
GISTEMP,3/6/1949,-0.01
GISTEMP,2/6/1949,-0.16
GISTEMP,1/6/1949,0.09
GISTEMP,12/6/1948,-0.23
GISTEMP,11/6/1948,-0.08
GISTEMP,10/6/1948,-0.07
GISTEMP,9/6/1948,-0.1
GISTEMP,8/6/1948,-0.1
GISTEMP,7/6/1948,-0.13
GISTEMP,6/6/1948,-0.05
GISTEMP,5/6/1948,0.08
GISTEMP,4/6/1948,-0.09
GISTEMP,3/6/1948,-0.23
GISTEMP,2/6/1948,-0.13
GISTEMP,1/6/1948,0.05
GISTEMP,12/6/1947,-0.18
GISTEMP,11/6/1947,-0.01
GISTEMP,10/6/1947,0.06
GISTEMP,9/6/1947,-0.14
GISTEMP,8/6/1947,-0.08
GISTEMP,7/6/1947,-0.06
GISTEMP,6/6/1947,0
GISTEMP,5/6/1947,-0.06
GISTEMP,4/6/1947,0.04
GISTEMP,3/6/1947,0.05
GISTEMP,2/6/1947,-0.08
GISTEMP,1/6/1947,-0.13
GISTEMP,12/6/1946,-0.29
GISTEMP,11/6/1946,-0.02
GISTEMP,10/6/1946,-0.06
GISTEMP,9/6/1946,-0.02
GISTEMP,8/6/1946,-0.08
GISTEMP,7/6/1946,-0.09
GISTEMP,6/6/1946,-0.17
GISTEMP,5/6/1946,-0.04
GISTEMP,4/6/1946,0.11
GISTEMP,3/6/1946,0
GISTEMP,2/6/1946,0.06
GISTEMP,1/6/1946,0.15
GISTEMP,12/6/1945,-0.1
GISTEMP,11/6/1945,0.1
GISTEMP,10/6/1945,0.22
GISTEMP,9/6/1945,0.22
GISTEMP,8/6/1945,0.25
GISTEMP,7/6/1945,0.07
GISTEMP,6/6/1945,0.02
GISTEMP,5/6/1945,0.1
GISTEMP,4/6/1945,0.24
GISTEMP,3/6/1945,0.11
GISTEMP,2/6/1945,0.02
GISTEMP,1/6/1945,0.13
GISTEMP,12/6/1944,0.05
GISTEMP,11/6/1944,0.12
GISTEMP,10/6/1944,0.27
GISTEMP,9/6/1944,0.31
GISTEMP,8/6/1944,0.23
GISTEMP,7/6/1944,0.23
GISTEMP,6/6/1944,0.22
GISTEMP,5/6/1944,0.26
GISTEMP,4/6/1944,0.27
GISTEMP,3/6/1944,0.34
GISTEMP,2/6/1944,0.31
GISTEMP,1/6/1944,0.41
GISTEMP,12/6/1943,0.28
GISTEMP,11/6/1943,0.25
GISTEMP,10/6/1943,0.3
GISTEMP,9/6/1943,0.11
GISTEMP,8/6/1943,0.03
GISTEMP,7/6/1943,0.14
GISTEMP,6/6/1943,-0.01
GISTEMP,5/6/1943,0.1
GISTEMP,4/6/1943,0.13
GISTEMP,3/6/1943,0.01
GISTEMP,2/6/1943,0.22
GISTEMP,1/6/1943,-0.01
GISTEMP,12/6/1942,0.12
GISTEMP,11/6/1942,0.13
GISTEMP,10/6/1942,0.06
GISTEMP,9/6/1942,0
GISTEMP,8/6/1942,-0.03
GISTEMP,7/6/1942,0.02
GISTEMP,6/6/1942,0.11
GISTEMP,5/6/1942,0.14
GISTEMP,4/6/1942,0.14
GISTEMP,3/6/1942,0.13
GISTEMP,2/6/1942,0.05
GISTEMP,1/6/1942,0.26
GISTEMP,12/6/1941,0.14
GISTEMP,11/6/1941,0.12
GISTEMP,10/6/1941,0.24
GISTEMP,9/6/1941,0.02
