the_geom,Name,STREETNAME,HOUSENUM,CITY,ZIP,URL,BIN,BBL,X,Y,SYSTEM,BOROCODE,,long,lat
POINT (-73.93321325624171 40.61976819625962),Flatlands,Flatbush Avenue,2065,Brooklyn,11234,http://www.bklynlibrary.org/locations/flatlands,3219626,3078680039,1002790.968,165081.7158,BPL,3,-73.93321325624171 40.61976819,-73.933213,40.619768
POINT (-74.0313694054087 40.61637311059178),Fort Hamilton,Fourth Avenue,9424,Brooklyn,11209,http://www.bklynlibrary.org/locations/fort-hamilton,3155499,3061140037,975540.9547,163839.2882,BPL,3,-74.0313694054087 40.616373110,-74.031369,40.616373
POINT (-73.9239376273276 40.59137103427607),Gerritsen Beach,Gerritsen Avenue,2808,Brooklyn,11229,http://www.bklynlibrary.org/locations/gerritsen-beach,3343823,3089230920,1005375,154738,BPL,3,-73.9239376273276 40.591371034,-73.923937,40.591371
POINT (-73.9718084463328 40.590544390004084),Gravesend,Avenue X,303,Brooklyn,11223,http://www.bklynlibrary.org/locations/gravesend,3194486,3071740096,992079.8111,154428.9209,BPL,3,-73.9718084463328 40.590544390,-73.971808,40.590544
POINT (-73.95069497514092 40.72602806688718),Greenpoint,Norman Avenue,107,Brooklyn,11222,http://www.bklynlibrary.org/locations/greenpoint,3065691,3026210032,997916,203792,BPL,3,-73.95069497514092 40.72602806,-73.950694,40.726028
POINT (-73.98624641554409 40.605693037370436),Highlawn,West 13th Street,1664,Brooklyn,11223,http://www.bklynlibrary.org/locations/highlawn,3175253,3066180034,988069,159947,BPL,3,-73.98624641554409 40.60569303,-73.986246,40.605693
POINT (-73.96059936964683 40.5952368631223),Homecrest,Coney Island Avenue,2525,Brooklyn,11223,http://www.bklynlibrary.org/locations/homecrest,3200560,3073710080,995192.2068,156139.7088,BPL,3,-73.96059936964683 40.59523686,-73.960599,40.595236
POINT (-73.88924363004107 40.63446013901777),Jamaica Bay,Seaview Avenue,9727,Brooklyn,11236,http://www.bklynlibrary.org/locations/jamaica-bay,3234514,3083000001,1014990.801,170446.7478,BPL,3,-73.88924363004107 40.63446013,-73.889243,40.63446
POINT (-73.97543590517284 40.63129183260273),Kensington,18th Avenue,4207,Brooklyn,11218,http://www.bklynlibrary.org/locations/kensington,3416544,3054160014,991068.172,169273.9706,BPL,3,-73.97543590517284 40.63129183,-73.975435,40.631291
POINT (-73.94112492296973 40.594861515121615),Kings Bay,Nostrand Avenue,3650,Brooklyn,11229,http://www.bklynlibrary.org/locations/kings-bay,3202630,3074050920,1000600.674,156005.9938,BPL,3,-73.94112492296973 40.59486151,-73.941124,40.594861
POINT (-73.95310584865699 40.610256667276076),Kings Highway,Ocean Avenue,2115,Brooklyn,11229,http://www.bklynlibrary.org/locations/kings-highway,3182576,3067830068,997270.3519,161612.834,BPL,3,-73.95310584865699 40.61025666,-73.953105,40.610256
POINT (-73.94793571283621 40.71364488802169),Leonard,Devoe Street,81,Brooklyn,11211,http://www.bklynlibrary.org/locations/leonard,3068818,3027620021,998683.4731,199280.8712,BPL,3,-73.94793571283621 40.71364488,-73.947935,40.713644
POINT (-73.93480547027619 40.68300490204431),Macon,Lewis Avenue,361,Brooklyn,11233,http://www.bklynlibrary.org/locations/macon,3046408,3016650001,1002331.8,188120.2547,BPL,3,-73.93480547027619 40.68300490,-73.934805,40.683004
POINT (-73.989440154021 40.62309139633207),Mapleton,60th Street,1702,Brooklyn,11204,http://www.bklynlibrary.org/locations/mapleton,3132091,3055180004,987181.4206,166285.554,BPL,3,-73.989440154021 40.6230913963,-73.98944,40.623091
POINT (-73.95128349802154 40.69162308733465),Marcy,DeKalb Avenue,617,Brooklyn,11216,http://www.bklynlibrary.org/locations/marcy,3049472,3017740081,997759.8486,191257.1389,BPL,3,-73.95128349802154 40.69162308,-73.951283,40.691623
POINT (-74.01183730763366 40.62918753393924),McKinley Park,Fort Hamilton Parkway,6802,Brooklyn,11219,http://www.bklynlibrary.org/locations/mckinley-park,3143032,3057710012,980964.2551,168506.5842,BPL,3,-74.01183730763366 40.62918753,-74.011837,40.629187
POINT (-73.96031449280875 40.62589330718781),Midwood,East 16th Street,975,Brooklyn,11230,http://www.bklynlibrary.org/locations/midwood,3179706,3067090054,995266.2617,167308.6831,BPL,3,-73.96031449280875 40.62589330,-73.960314,40.625893
POINT (-73.91702120710569 40.61986842104019),Mill Basin,Ralph Avenue,2385,Brooklyn,11234,http://www.bklynlibrary.org/locations/mill-basin,3235910,3083630009,1007286.08,165122.073,BPL,3,-73.91702120710569 40.61986842,-73.917021,40.619868
POINT (-73.88607053682676 40.665159369730134),New Lots,New Lots Avenue,665,Brooklyn,11207,http://www.bklynlibrary.org/locations/new-lots,3090726,3040900001,1015856.956,181632.4429,BPL,3,-73.88607053682676 40.66515936,-73.88607,40.665159
POINT (-74.00337654508532 40.608009349952326),"New Utrecht <br> (Temporary Closed, will reopen later this Summer (2016).",86th Street,1743,Brooklyn,11214,http://www.bklynlibrary.org/locations/new-utrecht,3165745,3063430064,983312.4569,160790.6109,BPL,3,-74.00337654508532 40.60800934,-74.003376,40.608009
POINT (-73.97858353651877 40.68346662977525),Pacific,Fourth Avenue,25,Brooklyn,11217,http://www.bklynlibrary.org/locations/pacific,3018376,3009280006,990189.8472,188282.473,BPL,3,-73.97858353651877 40.68346662,-73.978583,40.683466
POINT (-73.91998488083019 40.63263699303789),Paerdegat,East 59th Street,850,Brooklyn,11234,http://www.bklynlibrary.org/locations/paerdegat,3214944,3077620053,1006459.073,169773.236,BPL,3,-73.91998488083019 40.63263699,-73.919984,40.632636
POINT (-73.98345536969875 40.66823507229803),Park Slope,6th Avenue,431,Brooklyn,11215,http://www.bklynlibrary.org/locations/park-slope,3022144,3010060001,988839.6944,182732.8876,BPL,3,-73.98345536969875 40.66823507,-73.983455,40.668235
POINT (-74.0103430690854 40.6752407736475),Red Hook,Wolcott Street,7,Brooklyn,11231,http://www.bklynlibrary.org/locations/red-hook,3008650,3005770029,981381,185285,BPL,3,-74.0103430690854 40.675240773,-74.010343,40.67524
POINT (-73.93035653080916 40.64861929304924),Rugby,Utica Avenue,1000,Brooklyn,11203,http://www.bklynlibrary.org/locations/rugby,3103730,3047210028,1003575.68,175593.5608,BPL,3,-73.93035653080916 40.64861929,-73.930356,40.648619
POINT (-73.97596652755537 40.61587982519312),Ryder,23rd Avenue,5902,Brooklyn,11204,http://www.bklynlibrary.org/locations/ryder,3172049,3065480037,990922.4296,163658.9272,BPL,3,-73.97596652755537 40.61587982,-73.975966,40.615879
POINT (-73.91513241598248 40.68481004767251),Saratoga,Thomas S. Boyland Street,8,Brooklyn,11233,http://www.bklynlibrary.org/locations/saratoga,3040218,3014980035,1007787.512,188782.5949,BPL,3,-73.91513241598248 40.68481004,-73.915132,40.68481
POINT (-73.95537377987904 40.58701342922593),Sheepshead Bay,East 14th Street,2636,Brooklyn,11235,http://www.bklynlibrary.org/locations/sheepshead-bay,3204896,3074580020,996644.9658,153144.4,BPL,3,-73.95537377987904 40.58701342,-73.955373,40.587013
POINT (-73.88586614058737 40.653209761333976),Spring Creek,Flatlands Avenue,12143,Brooklyn,11207,http://www.bklynlibrary.org/locations/spring-creek,3098071,3044130025,1015919.333,177278.9444,BPL,3,-73.88586614058737 40.65320976,-73.885866,40.653209
POINT (-73.90524945420668 40.66449962821875),Stone Avenue,Mother Gaston Boulevard,581,Brooklyn,11212,http://www.bklynlibrary.org/locations/stone-avenue,3084596,3037940018,1010536.495,181385.7428,BPL,3,-73.90524945420668 40.66449962,-73.905249,40.664499
POINT (-74.013630001215 40.64591212398883),Sunset Park,4th Avenue,5108,Brooklyn,11220,http://www.bklynlibrary.org/locations/sunset-park,3013507,3007980034,980467.5958,174599.8769,BPL,3,-74.013630001215 40.6459121239,-74.01363,40.645912
POINT (-73.98862740604375 40.59268511632151),Ulmer Park,Bath Avenue,2602,Brooklyn,11214,http://www.bklynlibrary.org/locations/ulmer-park,3186777,3068970035,987408.4782,155207.7866,BPL,3,-73.98862740604375 40.59268511,-73.988627,40.592685
POINT (-73.97773263286963 40.69448969834957),Walt Whitman,Saint Edwards Street,93,Brooklyn,11205,http://www.bklynlibrary.org/locations/walt-whitman,3058036,3020390001,990424.8243,192298.5577,BPL,3,-73.97773263286963 40.69448969,-73.977732,40.694489
POINT (-73.91220085369726 40.697495053029975),Washington Irving,Irving Avenue,360,Brooklyn,11237,http://www.bklynlibrary.org/locations/washington-irving,3076852,3033620032,1008595.931,193404.9134,BPL,3,-73.91220085369726 40.69749505,-73.9122,40.697495
POINT (-73.9575546134494 40.70693042467486),Williamsburgh,Division Avenue,240,Brooklyn,11211,http://www.bklynlibrary.org/locations/williamsburgh,3060090,3021890001,996018.068,196833.151,BPL,3,-73.9575546134494 40.706930424,-73.957554,40.70693
POINT (-73.9767587688368 40.64875019151304),Windsor Terrace,East 5th Street,160,Brooklyn,11218,http://www.bklynlibrary.org/locations/windsor-terrace,3124000,3053180010,990699.3016,175634.424,BPL,3,-73.9767587688368 40.648750191,-73.976758,40.64875
POINT (-73.78404002857111 40.59314678303443),Arverne,Beach 54 Street,312,Arverne,11692,http://www.queenslibrary.org/branch/Arverne?filters=ev_loc:92300000,4301922,4158900018,1044227.475,155449.7121,QPL,4,-73.78404002857111 40.59314678,-73.78404,40.593146
POINT (-73.92874209024014 40.77237538146876),Astoria,Astoria Boulevard,14-01,Long Island City,11102,http://www.queenslibrary.org/branch/Astoria?filters=ev_loc:92400000,4006113,4005400030,1003987,220682,QPL,4,-73.92874209024014 40.77237538,-73.928742,40.772375
POINT (-73.79634178839724 40.773746255710755),Auburndale,Francis Lewis Boulevard,25-55,Flushing,11358,http://www.queenslibrary.org/branch/Auburndale?filters=ev_loc:92500000,4129461,4057690010,1040658,221239,QPL,4,-73.79634178839724 40.77374625,-73.796341,40.773746
POINT (-73.79167861112357 40.68031131164878),Baisley Park,Sutphin Boulevard,117-11,Jamaica,11436,http://www.queenslibrary.org/branch/Baisley-Park?filters=ev_loc:92600000,4264849,4122040099,1042030.532,187200.8793,QPL,4,-73.79167861112357 40.68031131,-73.791678,40.680311
POINT (-73.77701089642582 40.78252384357715),Bay Terrace,Bell Boulevard,18-36,Bayside,11360,http://www.queenslibrary.org/branch/Bay-Terrace?filters=ev_loc:96600000,4131148,4058650082,1046004,224450,QPL,4,-73.77701089642582 40.78252384,-73.77701,40.782523
POINT (-73.76836198066813 40.76012558120687),Bayside,Northern Boulevard,214-20,Bayside,11361,http://www.queenslibrary.org/branch/Bayside?filters=ev_loc:91100000,4157389,4073330215,1048420.781,216295.8099,QPL,4,-73.76836198066813 40.76012558,-73.768361,40.760125
POINT (-73.71710447116403 40.7351605518022),Bellerose,Hillside Avenue,250-06,Bellerose,11426,http://www.queenslibrary.org/branch/Bellerose?filters=ev_loc:96400000,4175514,4086040085,1062650,207242,QPL,4,-73.71710447116403 40.73516055,-73.717104,40.73516
POINT (-73.81945312008847 40.71003455781208),Briarwood,Main Street,85-12,Briarwood,11435,http://www.queenslibrary.org/branch/Briarwood?filters=ev_loc:92700000,4206518,4096510025,1034304.618,198012.813,QPL,4,-73.81945312008847 40.71003455,-73.819453,40.710034
POINT (-73.82005265821793 40.600732105185145),Broad Channel,Cross Bay Boulevard,16-26,Broad Channel,11693,http://www.queenslibrary.org/branch/Broad-Channel?filters=ev_loc:97200000,4297581,4154810530,1034220.207,158190.6308,QPL,4,-73.82005265821793 40.60073210,-73.820052,40.600732
POINT (-73.91862332039818 40.75852926696433),Broadway,Broadway,40-20,Long Island City,11103,http://www.queenslibrary.org/branch/Broadway?filters=ev_loc:91200000,4011018,4006760050,1006794.38,215639.847,QPL,4,-73.91862332039818 40.75852926,-73.918623,40.758529
POINT (-73.741163136486 40.695722605950635),Cambria Heights,Linden Boulevard,218-13,Cambria Heights,11411,http://www.queenslibrary.org/branch/Cambria-Heights?filters=ev_loc:92800000,4536041,4113190001,1056025,192853,QPL,4,-73.741163136486 40.6957226059,-73.741163,40.695722
POINT (-73.7946780399278 40.70787313178586),Queens Central Library,Merrick Boulevard,89-11,Jamaica,11432,http://www.queenslibrary.org/branch/Central-Library?filters=ev_loc:11000000,4209635,4097980006,1041175.068,197240.4707,QPL,4,-73.7946780399278 40.707873131,-73.794678,40.707873
POINT (-73.86197684397808 40.7508940803989),Corona,104 Street,38-23,Corona,11368,http://www.queenslibrary.org/branch/Corona?filters=ev_loc:92900000,4044596,4017750077,1022491.943,212877.757,QPL,4,-73.86197684397808 40.75089408,-73.861976,40.750894
POINT (-73.94442138618983 40.74689957448345),Court Square,Jackson Avenue,25-01,Long Island City,11101,http://www.queenslibrary.org/branch/Court-Square?filters=ev_loc:97100000,4539937,4000790030,999650.0417,211397.1875,QPL,4,-73.94442138618983 40.74689957,-73.944421,40.746899
POINT (-73.73822944076473 40.768225432005),Douglaston/Little Neck,Northern Boulevard,249-01,Little Neck,11363,http://www.queenslibrary.org/branch/Douglaston/Little-Neck?filters=ev_loc:93000000,4169275,4081260087,1056759.569,219270.3492,QPL,4,-73.73822944076473 40.76822543,-73.738229,40.768225
POINT (-73.87386662995279 40.76242212968529),East Elmhurst,Astoria Boulevard,95-06,East Elmhurst,11369,http://www.queenslibrary.org/branch/East-Elmhurst?filters=ev_loc:93100000,4437122,4013750001,1019191.606,217072.8294,QPL,4,-73.87386662995279 40.76242212,-73.873866,40.762422
POINT (-73.78430296366649 40.757545679612846),East Flushing,Northern Boulevard,196-36,Flushing,11358,http://www.queenslibrary.org/branch/East-Flushing?filters=ev_loc:96200000,4124564,4055200018,1044006.967,215344.5943,QPL,4,-73.78430296366649 40.75754567,-73.784302,40.757545
POINT (-73.87797365739723 40.738303240536474),Elmhurst <br> (Temporary location due to renovations),51 Avenue,85-08,Elmhurst,11373,http://www.queenslibrary.org/branch/Elmhurst?filters=ev_loc:93200000,4539447,4015490001,1018066.115,208283.9375,QPL,4,-73.87797365739723 40.73830324,-73.877973,40.738303
POINT (-73.75247942402618 40.60431350914963),Far Rockaway,Central Avenue,1637,Far Rockaway,11691,http://www.queenslibrary.org/branch/Far-Rockaway?filters=ev_loc:91300000,4298240,4155590025,1052981.125,159541.2083,QPL,4,-73.75247942402618 40.60431350,-73.752479,40.604313
POINT (-73.82888468513289 40.75777406826378),Flushing,Main Street,41-17,Flushing,11355,http://www.queenslibrary.org/branch/Flushing?filters=ev_loc:91400000,4114282,4050430011,1031655.848,215400.5338,QPL,4,-73.82888468513289 40.75777406,-73.828884,40.757774
POINT (-73.84301499681045 40.722146953166686),Forest Hills,71 Avenue,108-19,Forest Hills,11375,http://www.queenslibrary.org/branch/Forest-Hills?filters=ev_loc:91500000,4052345,4022230054,1027764.448,202413.1359,QPL,4,-73.84301499681045 40.72214695,-73.843014,40.722146
POINT (-73.78228143761608 40.74158266352509),Fresh Meadows,Horace Harding Expressway,193-20,Fresh Meadows,11365,http://www.queenslibrary.org/branch/Fresh-Meadows?filters=ev_loc:91600000,4444054,4071170200,1044581.467,209530.157,QPL,4,-73.78228143761608 40.74158266,-73.782281,40.741582
POINT (-73.71484580101803 40.745172198133105),Glen Oaks,Union Turnpike,256-04,Glen Oaks,11004,http://www.queenslibrary.org/branch/Glen-Oaks?filters=ev_loc:93300000,4177530,4086930010,1063264.079,210891.5704,QPL,4,-73.71484580101803 40.74517219,-73.714845,40.745172
POINT (-73.87574434777649 40.702585245598996),Glendale,73 Place,78-60,Glendale,11385,http://www.queenslibrary.org/branch/Glendale?filters=ev_loc:93400000,4090100,4036960047,1018702.363,195271.6562,QPL,4,-73.87574434777649 40.70258524,-73.875744,40.702585
POINT (-73.78191929899681 40.72925482196691),Hillcrest,Union Turnpike,187-05,Flushing,11366,http://www.queenslibrary.org/branch/Hillcrest?filters=ev_loc:96500000,4155032,4072040040,1044693,205039,QPL,4,-73.78191929899681 40.72925482,-73.781919,40.729254
POINT (-73.76232032699329 40.720166536917226),Hollis,Hillside Avenue,202-05,Hollis,11423,http://www.queenslibrary.org/branch/Hollis?filters=ev_loc:93500000,4224387,4105320120,1050134,201742,QPL,4,-73.76232032699329 40.72016653,-73.76232,40.720166
POINT (-73.84180221655218 40.66381025649444),Howard Beach,156 Avenue,92-06,Howard Beach,11414,http://www.queenslibrary.org/branch/Howard-Beach?filters=ev_loc:93600000,4292455,4139570001,1028139,181160,QPL,4,-73.84180221655218 40.66381025,-73.841802,40.66381
POINT (-73.88506932468307 40.75019608559315),Jackson Heights,81 Street,35-51,Jackson Heights,11372,http://www.queenslibrary.org/branch/Jackson-Heights?filters=ev_loc:91700000,4029693,4012810048,1016094.069,212614.2172,QPL,4,-73.88506932468307 40.75019608,-73.885069,40.750196
POINT (-73.82226966032037 40.72693697185495),Kew Gardens Hills <br> (Temporary location),Main Street,71-34,Flushing,11367,http://www.queenslibrary.org/branch/Kew-Gardens-Hills?filters=ev_loc:92200000,4143376,4066200032,1033511.27,204169.2706,QPL,4,-73.82226966032037 40.72693697,-73.822269,40.726936
POINT (-73.86819939085701 40.757577301854525),Langston Hughes,Northern Boulevard,100-01,Corona,11368,http://www.queenslibrary.org/branch/Langston-Hughes?filters=ev_loc:98200000,4437193,4016950039,1020764.206,215310.0134,QPL,4,-73.86819939085701 40.75757730,-73.868199,40.757577
POINT (-73.74567356126445 40.67695272804687),Laurelton,225 Street,134-26,Laurelton,11413,http://www.queenslibrary.org/branch/Laurelton?filters=ev_loc:91800000,4281443,4131050007,1054794.125,186010.9522,QPL,4,-73.74567356126445 40.67695272,-73.745673,40.676952
POINT (-73.82482969850855 40.68690728824833),Lefferts,Lefferts Boulevard,103-34,Richmond Hill,11419,http://www.queenslibrary.org/branch/Lefferts?filters=ev_loc:91000000,4203685,4095560020,1032830.873,189583.8528,QPL,4,-73.82482969850855 40.68690728,-73.824829,40.686907
POINT (-73.86165592933878 40.737434137948505),Lefrak City,57 Avenue,98-30,Corona,11368,http://www.queenslibrary.org/branch/Lefrak-City?filters=ev_loc:93700000,4047321,4019180070,1022588.603,207974.0168,QPL,4,-73.86165592933878 40.73743413,-73.861655,40.737434
POINT (-73.93930930198185 40.75780342796006),Long Island City,21 Street,37-44,Long Island City,11101,http://www.queenslibrary.org/branch/Long-Island-City?filters=ev_loc:97300000,4463561,4003630001,1001063.775,215370.753,QPL,4,-73.93930930198185 40.75780342,-73.939309,40.757803
POINT (-73.89310456490118 40.72699537010918),Maspeth,Grand Avenue,69-70,Maspeth,11378,http://www.queenslibrary.org/branch/Maspeth?filters=ev_loc:93900000,4308052,4027960008,1013878.045,204158.6501,QPL,4,-73.89310456490118 40.72699537,-73.893104,40.726995
POINT (-73.8098334843409 40.76375031625646),McGoldrick,Roosevelt Avenue,155-06,Flushing,11354,http://www.queenslibrary.org/branch/McGoldrick?filters=ev_loc:93800000,4119345,4052750120,1036929.065,217588.7558,QPL,4,-73.8098334843409 40.763750316,-73.809833,40.76375
POINT (-73.88085934625774 40.71293387617611),Middle Village,Metropolitan Avenue,72-31,Middle Village,11379,http://www.queenslibrary.org/branch/Middle-Village?filters=ev_loc:94000000,4312065,4030577501,1017279,199040,QPL,4,-73.88085934625774 40.71293387,-73.880859,40.712933
POINT (-73.82694112165963 40.76914153216748),Mitchell-Linden,Union Street,31-32,Flushing,11354,http://www.queenslibrary.org/branch/Mitchell-Linden?filters=ev_loc:94100000,4535108,4044147504,1032186.111,219543.125,QPL,4,-73.82694112165963 40.76914153,-73.826941,40.769141
POINT (-73.85367250555949 40.711156858305394),North Forest Park,Metropolitan Avenue,98-27,Forest Hills,11375,http://www.queenslibrary.org/branch/North-Forest-Park?filters=ev_loc:96800000,4076687,4032070022,1024817,198404,QPL,4,-73.85367250555949 40.71115685,-73.853672,40.711156
POINT (-73.73183792044951 40.75925363922453),North Hills,Marathon Parkway,57-04,Little Neck,11362,http://www.queenslibrary.org/branch/North-Hills?filters=ev_loc:94200000,4171760,4082760657,1058540,216007,QPL,4,-73.73183792044951 40.75925363,-73.731837,40.759253
POINT (-73.84648846296761 40.680867178856886),Ozone Park <br> (Closed for renovations),Rockaway Boulevard,92-24,Ozone Park,11417,http://www.queenslibrary.org/branch/Ozone-Park?filters=ev_loc:94300000,4189526,4091130030,1026828,187372,QPL,4,-73.84648846296761 40.68086717,-73.846488,40.680867
POINT (-73.81606502823946 40.58586414713836),Peninsula,Rockaway Beach Boulevard,92-25,Rockaway Beach,11693,http://www.queenslibrary.org/branch/Peninsula?filters=ev_loc:94400000,4303629,4161350013,1035338.918,152776.1684,QPL,4,-73.81606502823946 40.58586414,-73.816065,40.585864
POINT (-73.81009488691065 40.732925077255004),Pomonok,Jewel Avenue,158-21,Flushing,11365,http://www.queenslibrary.org/branch/Pomonok?filters=ev_loc:94500000,4438294,4067900022,1036881,206358,QPL,4,-73.81009488691065 40.73292507,-73.810094,40.732925
POINT (-73.84601807353184 40.786213103407846),Poppenhusen,14 Avenue,121-23,College Point,11356,http://www.queenslibrary.org/branch/Poppenhusen?filters=ev_loc:94600000,4097863,4040420113,1026891,225753,QPL,4,-73.84601807353184 40.78621310,-73.846018,40.786213
POINT (-73.75351240691268 40.60239019036059),Queens Library for Teens,Cornaga Avenue,2002,Far Rockaway,11691,http://www.queenslibrary.org/branch/Queens-Library-for-Teens?filters=ev_loc:91309134,4000000,4157040001,1052696.26,158839.6875,QPL,4,-73.75351240691268 40.60239019,-73.753512,40.60239
POINT (-73.73904906070274 40.7198883271777),Queens Village,217 Street,94-11,Queens Village,11428,http://www.queenslibrary.org/branch/Queens-Village?filters=ev_loc:91900000,4226761,4106210012,1056585,201659,QPL,4,-73.73904906070274 40.71988832,-73.739049,40.719888
POINT (-73.82516996389201 40.74293094649011),Queensboro Hill,Main Street,60-05,Flushing,11355,http://www.queenslibrary.org/branch/Queensboro-Hill?filters=ev_loc:96900000,4140176,4064050050,1032695.768,209994.749,QPL,4,-73.82516996389201 40.74293094,-73.825169,40.74293
POINT (-73.94424078652605 40.755073718041466),Queensbridge <br> Now a Family Literacy Center,41 Avenue,Oct-43,LIC,11101,http://www.queenslibrary.org/branch/Queensbridge?filters=ev_loc:94700000,4595582,4004700100,999698.1875,214375.3229,QPL,4,-73.94424078652605 40.75507371,-73.94424,40.755073
POINT (-73.93640396909242 40.76067995120377),Ravenswood <br> Now a Family Literacy Center,21 Street,35-32,LIC,11106,http://www.queenslibrary.org/branch/Ravenswood?filters=ev_loc:94800000,4430693,4003320002,1001867.908,216419.3352,QPL,4,-73.93640396909242 40.76067995,-73.936403,40.760679
POINT (-73.86450282598912 40.72731656026829),Rego Park,63 Drive,91-41,Rego Park,11374,http://www.queenslibrary.org/branch/Rego-Park?filters=ev_loc:92000000,4072812,4031030043,1021805.359,204286.6377,QPL,4,-73.86450282598912 40.72731656,-73.864502,40.727316
POINT (-73.83164233461157 40.70079720332697),Richmond Hill,Hillside Avenue,118-14,Richmond Hill,11418,http://www.queenslibrary.org/branch/Richmond-Hill?filters=ev_loc:94900000,4193458,4092640056,1030931.766,194640.6438,QPL,4,-73.83164233461157 40.70079720,-73.831642,40.700797
POINT (-73.90258827579805 40.70522689472795),Ridgewood,Madison Street,20-12,Ridgewood,11385,http://www.queenslibrary.org/branch/Ridgewood?filters=ev_loc:92100000,4083512,4034910001,1011258.28,196224.67,QPL,4,-73.90258827579805 40.70522689,-73.902588,40.705226
POINT (-73.7705902160538 40.67287520439724),Rochdale Village,137 Avenue,169-09,Jamaica,11434,http://www.queenslibrary.org/branch/Rochdale-Village?filters=ev_loc:95000000,4270057,4124950175,1047886.743,184506.3157,QPL,4,-73.7705902160538 40.672875204,-73.77059,40.672875
POINT (-73.73991101315558 40.659963623126),Rosedale,243 Street,144-20,Rosedale,11422,http://www.queenslibrary.org/branch/Rosedale?filters=ev_loc:95100000,4287999,4135490007,1056410.893,179826.0607,QPL,4,-73.73991101315558 40.65996362,-73.739911,40.659963
POINT (-73.83774700520225 40.57940488152449),Seaside,Rockaway Beach Boulevard,116-15,Rockaway Park,11694,http://www.queenslibrary.org/branch/Seaside?filters=ev_loc:96300000,4304786,4162260001,1029321,150411,QPL,4,-73.83774700520225 40.57940488,-73.837747,40.579404
POINT (-73.75379739629261 40.707003911354256),South Hollis,Hollis Avenue,204-01,South Hollis,11412,http://www.queenslibrary.org/branch/South-Hollis?filters=ev_loc:95300000,4442263,4109070030,1052510,196953,QPL,4,-73.75379739629261 40.70700391,-73.753797,40.707003
POINT (-73.79021187041809 40.695611117576654),South Jamaica,Guy R. Brewer Boulevard,108-41,Jamaica,11433,http://www.queenslibrary.org/branch/South-Jamaica?filters=ev_loc:95400000,4539786,4101710008,1042424,192776,QPL,4,-73.79021187041809 40.69561111,-73.790211,40.695611
POINT (-73.80926182925428 40.674783953734696),South Ozone Park,Rockaway Boulevard,128-16,South Ozone Park,11420,http://www.queenslibrary.org/branch/South-Ozone-Park?filters=ev_loc:95500000,4254814,4117500057,1037158,185176,QPL,4,-73.80926182925428 40.67478395,-73.809261,40.674783
POINT (-73.76007289358745 40.69249997141939),St.Albans,Linden Boulevard,191-05,St. Albans,11412,http://www.queenslibrary.org/branch/St.Albans?filters=ev_loc:95200000,4238275,4110620024,1050784.588,191663.9752,QPL,4,-73.76007289358745 40.69249997,-73.760072,40.692499
POINT (-73.90945659290355 40.77682707405275),Steinway,31 Street,21-45,Long Island City,11105,http://www.queenslibrary.org/branch/Steinway?filters=ev_loc:95600000,4016923,4008310015,1009327.015,222308.8334,QPL,4,-73.90945659290355 40.77682707,-73.909456,40.776827
POINT (-73.9216680312544 40.7408466968306),Sunnyside,Greenpoint Avenue,43-06,Long Island City,11104,http://www.queenslibrary.org/branch/Sunnyside?filters=ev_loc:95700000,4002111,4001730016,1005956.643,209196.751,QPL,4,-73.9216680312544 40.740846696,-73.921668,40.740846
POINT (-73.81070183926587 40.78854019464647),Whitestone,14 Road,151-10,Whitestone,11357,http://www.queenslibrary.org/branch/Whitestone?filters=ev_loc:95800000,4107201,4047170025,1036669,226620,QPL,4,-73.81070183926587 40.78854019,-73.810701,40.78854
POINT (-73.7556194209342 40.73450483347836),Windsor Park,Bell Boulevard,79-50,Bayside,11364,http://www.queenslibrary.org/branch/Windsor-Park?filters=ev_loc:95900000,4164306,4077720001,1051976.89,206970.9776,QPL,4,-73.7556194209342 40.734504833,-73.755619,40.734504
POINT (-73.86145741517984 40.69453115325741),Woodhaven,Forest Parkway,85-41,Woodhaven,11421,http://www.queenslibrary.org/branch/Woodhaven?filters=ev_loc:96000000,4181578,4088560085,1022668.338,192343.257,QPL,4,-73.86145741517984 40.69453115,-73.861457,40.694531
POINT (-73.9097937387323 40.745341712986715),Woodside,Skillman Avenue,54-22,Woodside,11377,http://www.queenslibrary.org/branch/Woodside?filters=ev_loc:96100000,4030847,4013170085,1009245.451,210837.5931,QPL,4,-73.9097937387323 40.745341712,-73.909793,40.745341
